Date,Open,High,Low,Close,Volume
15-Sep-10,22.84,22.88,22.31,22.80,643009
14-Sep-10,22.80,23.22,22.53,22.87,910333
13-Sep-10,23.35,23.47,22.60,22.80,799149
10-Sep-10,23.06,23.29,23.00,23.28,554235
9-Sep-10,23.08,23.36,22.81,22.92,841249
8-Sep-10,22.00,22.78,22.00,22.71,594929
7-Sep-10,21.75,22.46,21.58,22.00,679133
6-Sep-10,22.22,22.22,22.22,22.22,0
3-Sep-10,22.22,22.22,22.22,22.22,0
2-Sep-10,21.50,21.74,21.29,21.73,772484
1-Sep-10,21.01,21.82,20.90,21.58,1009421
31-Aug-10,20.36,20.99,20.16,20.79,938112
30-Aug-10,20.23,20.66,20.15,20.35,998775
27-Aug-10,18.71,20.52,18.70,20.50,1747027
26-Aug-10,19.17,19.17,18.35,18.39,546586
25-Aug-10,18.00,19.16,17.96,19.04,688827
24-Aug-10,17.97,18.38,17.86,18.11,405865
23-Aug-10,18.47,18.75,17.17,18.27,417773
20-Aug-10,18.36,18.62,18.14,18.60,336517
19-Aug-10,19.12,19.12,18.36,18.48,401195
18-Aug-10,19.19,19.45,18.73,19.25,402185
17-Aug-10,18.91,19.44,18.79,19.11,594461
16-Aug-10,18.12,18.79,17.97,18.70,442176
13-Aug-10,18.28,18.67,18.06,18.45,342418
12-Aug-10,18.04,18.52,17.90,18.40,411183
11-Aug-10,18.82,18.85,18.24,18.30,535843
10-Aug-10,19.21,19.34,18.89,19.16,507489
9-Aug-10,19.49,19.65,19.31,19.37,434484
6-Aug-10,18.95,19.50,18.94,19.41,627478
5-Aug-10,19.36,19.47,19.06,19.30,425668
4-Aug-10,19.08,19.49,19.04,19.45,611483
3-Aug-10,19.15,19.42,18.95,19.03,663304
2-Aug-10,19.16,19.50,19.03,19.12,758126
30-Jul-10,18.91,19.29,18.67,18.80,832498
29-Jul-10,17.61,19.29,16.99,19.27,2761320
28-Jul-10,17.18,17.45,16.99,17.23,837004
27-Jul-10,17.27,17.48,17.05,17.15,472432
26-Jul-10,16.89,17.23,16.75,17.19,493133
23-Jul-10,16.45,17.24,16.36,17.00,399346
22-Jul-10,16.69,16.85,16.39,16.53,900508
21-Jul-10,16.96,16.96,16.30,16.41,441994
20-Jul-10,16.35,16.87,16.25,16.84,318748
19-Jul-10,16.16,16.58,16.14,16.56,690966
16-Jul-10,16.73,16.75,16.14,16.16,475790
15-Jul-10,16.84,16.97,16.65,16.90,253189
14-Jul-10,16.73,16.92,16.53,16.85,240634
13-Jul-10,16.72,16.88,16.46,16.85,355797
12-Jul-10,16.47,16.56,16.26,16.52,294219
9-Jul-10,16.28,16.58,16.22,16.58,257696
8-Jul-10,15.98,16.29,15.92,16.26,497997
7-Jul-10,15.38,15.90,15.38,15.88,437578
6-Jul-10,15.67,15.67,15.15,15.37,580151
5-Jul-10,15.46,15.46,15.46,15.46,0
2-Jul-10,15.46,15.46,15.46,15.46,0
1-Jul-10,15.59,15.62,14.66,15.28,756233
30-Jun-10,15.89,16.02,15.43,15.51,413886
29-Jun-10,16.50,16.50,15.81,15.91,469758
28-Jun-10,16.97,17.09,16.69,16.74,332030
